"SCC.Level.Two" "SCC.Level.Three" "SCC.Level.Four"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Rural Minor Arterial: Exhaust"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Rural Major Collector: Total"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Major Collector: Rural Time 1"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Major Collector: Rural Time 2"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Major Collector: Rural Time 3"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Major Collector: Rural Time 4"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Rural Major Collector: Brake Wear"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Rural Major Collector: Tire Wear"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Rural Major Collector: Evap (except Refueling)"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Rural Major Collector: Exhaust"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Rural Minor Collector: Total"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Minor Collector: Rural Time 1"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Minor Collector: Rural Time 2"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Minor Collector: Rural Time 3"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Minor Collector: Rural Time 4"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Rural Minor Collector: Brake Wear"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Rural Minor Collector: Tire Wear"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Rural Minor Collector: Evap (except Refueling)"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Rural Minor Collector: Exhaust"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Rural Local: Total"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Local: Rural Time 1"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Local: Rural Time 2"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Local: Rural Time 3"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Local: Rural Time 4"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Rural Local: Brake Wear"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Rural Local: Tire Wear"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Rural Local: Evap (except Refueling)"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Rural Local: Exhaust"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Interstate: Total"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Interstate: Urban Time 1"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Interstate: Urban Time 2"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Interstate: Urban Time 3"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Interstate: Urban Time 4"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Interstate: Brake Wear"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Interstate: Tire Wear"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Interstate: Evap (except Refueling)"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Interstate: Exhaust"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Other Freeways and Expressways: Total"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Other Freeways and Expressways: Urban Time 1"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Other Freeways and Expressways: Urban Time 2"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Other Freeways and Expressways: Urban Time 3"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Other Freeways and Expressways: Urban Time 4"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Other Freeways and Expressways: Brake Wear"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Other Freeways and Expressways: Tire Wear"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Other Freeways and Expressways: Evap (except Refueling)"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Other Freeways and Expressways: Exhaust"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Other Principal Arterial: Total"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Other Principal Arterial: Urban Time 1"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Other Principal Arterial: Urban Time 2"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Other Principal Arterial: Urban Time 3"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Other Principal Arterial: Urban Time 4"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Other Principal Arterial: Brake Wear"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Other Principal Arterial: Tire Wear"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Other Principal Arterial: Evap (except Refueling)"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Other Principal Arterial: Exhaust"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Minor Arterial: Total"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Minor Arterial: Urban Time 1"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Minor Arterial: Urban Time 2"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Minor Arterial: Urban Time 3"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Minor Arterial: Urban Time 4"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Minor Arterial: Brake Wear"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Minor Arterial: Tire Wear"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Minor Arterial: Evap (except Refueling)"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Minor Arterial: Exhaust"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Collector: Total"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Collector: Urban Time 1"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Collector: Urban Time 2"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Collector: Urban Time 3"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Collector: Urban Time 4"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Collector: Brake Wear"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Collector: Tire Wear"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Collector: Evap (except Refueling)"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Collector: Exhaust"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Local: Total"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Local: Urban Time 1"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Local: Urban Time 2"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Local: Urban Time 3"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Local: Urban Time 4"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Local: Brake Wear"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Local: Tire Wear"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Local: Evap (except Refueling)"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Urban Local: Exhaust"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Parking Area: Rural"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Parking Area: Urban"
"Highway Vehicles - Gasoline" "Heavy Duty Gasoline Vehicles 2B thru 8B & Buses (HDGV)" "Parking Area: Total"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Total: All Road Types"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Interstate: Total"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Interstate: Rural Time 1"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Interstate: Rural Time 2"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Interstate: Rural Time 3"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Interstate: Rural Time 4"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Interstate: Brake Wear"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Interstate: Tire Wear"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Interstate: Evap (except Refueling)"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Interstate: Exhaust"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Other Principal Arterial: Total"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Other Principal Arterial: Rural Time 1"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Other Principal Arterial: Rural Time 2"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Other Principal Arterial: Rural Time 3"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Other Principal Arterial: Rural Time 4"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Other Principal Arterial: Brake Wear"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Other Principal Arterial: Tire Wear"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Other Principal Arterial: Evap (except Refueling)"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Other Principal Arterial: Exhaust"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Minor Arterial: Total"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Minor Arterial: Rural Time 1"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Minor Arterial: Rural Time 2"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Minor Arterial: Rural Time 3"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Minor Arterial: Rural Time 4"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Minor Arterial: Brake Wear"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Minor Arterial: Tire Wear"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Minor Arterial: Evap (except Refueling)"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Minor Arterial: Exhaust"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Major Collector: Total"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Major Collector: Rural Time 1"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Major Collector: Rural Time 2"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Major Collector: Rural Time 3"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Major Collector: Rural Time 4"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Major Collector: Brake Wear"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Major Collector: Tire Wear"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Major Collector: Evap (except Refueling)"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Major Collector: Exhaust"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Minor Collector: Total"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Minor Collector: Rural Time 1"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Minor Collector: Rural Time 2"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Minor Collector: Rural Time 3"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Minor Collector: Rural Time 4"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Minor Collector: Brake Wear"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Minor Collector: Tire Wear"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Minor Collector: Evap (except Refueling)"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Minor Collector: Exhaust"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Local: Total"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Local: Rural Time 1"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Local: Rural Time 2"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Local: Rural Time 3"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Local: Rural Time 4"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Local: Brake Wear"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Local: Tire Wear"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Local: Evap (except Refueling)"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Rural Local: Exhaust"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Interstate: Total"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Interstate: Urban Time 1"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Interstate: Urban Time 2"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Interstate: Urban Time 3"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Interstate: Urban Time 4"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Interstate: Brake Wear"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Interstate: Tire Wear"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Interstate: Evap (except Refueling)"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Interstate: Exhaust"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Other Freeways and Expressways: Total"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Other Freeways and Expressways: Urban Time 1"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Other Freeways and Expressways: Urban Time 2"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Other Freeways and Expressways: Urban Time 3"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Other Freeways and Expressways: Urban Time 4"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Other Freeways and Expressways: Brake Wear"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Other Freeways and Expressways: Tire Wear"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Other Freeways and Expressways: Evap (except Refueling)"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Other Freeways and Expressways: Exhaust"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Other Principal Arterial: Total"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Other Principal Arterial: Urban Time 1"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Other Principal Arterial: Urban Time 2"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Other Principal Arterial: Urban Time 3"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Other Principal Arterial: Urban Time 4"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Other Principal Arterial: Brake Wear"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Other Principal Arterial: Tire Wear"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Other Principal Arterial: Evap (except Refueling)"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Other Principal Arterial: Exhaust"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Minor Arterial: Total"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Minor Arterial: Urban Time 1"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Minor Arterial: Urban Time 2"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Minor Arterial: Urban Time 3"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Minor Arterial: Urban Time 4"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Minor Arterial: Brake Wear"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Minor Arterial: Tire Wear"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Minor Arterial: Evap (except Refueling)"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Minor Arterial: Exhaust"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Collector: Total"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Collector: Urban Time 1"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Collector: Urban Time 2"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Collector: Urban Time 3"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Collector: Urban Time 4"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Collector: Brake Wear"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Collector: Tire Wear"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Collector: Evap (except Refueling)"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Collector: Exhaust"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Local: Total"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Local: Urban Time 1"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Local: Urban Time 2"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Local: Urban Time 3"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Local: Urban Time 4"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Local: Brake Wear"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Local: Tire Wear"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Local: Evap (except Refueling)"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Urban Local: Exhaust"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Parking Area: Rural"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Parking Area: Urban"
"Highway Vehicles - Gasoline" "Motorcycles (MC)" "Parking Area: Total"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Total: All Road Types"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Rural Interstate: Total"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Interstate: Rural Time 1"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Interstate: Rural Time 2"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Interstate: Rural Time 3"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Interstate: Rural Time 4"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Rural Interstate: Brake Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Rural Interstate: Tire Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Rural Interstate: Exhaust"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Rural Other Principal Arterial: Total"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Other Principal Arterial: Rural Time 1"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Other Principal Arterial: Rural Time 2"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Other Principal Arterial: Rural Time 3"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Other Principal Arterial: Rural Time 4"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Rural Other Principal Arterial: Brake Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Rural Other Principal Arterial: Tire Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Rural Other Principal Arterial: Exhaust"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Rural Minor Arterial: Total"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Minor Arterial: Rural Time 1"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Minor Arterial: Rural Time 2"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Minor Arterial: Rural Time 3"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Minor Arterial: Rural Time 4"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Rural Minor Arterial: Brake Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Rural Minor Arterial: Tire Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Rural Minor Arterial: Exhaust"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Rural Major Collector: Total"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Major Collector: Rural Time 1"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Major Collector: Rural Time 2"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Major Collector: Rural Time 3"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Major Collector: Rural Time 4"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Rural Major Collector: Brake Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Rural Major Collector: Tire Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Rural Major Collector: Exhaust"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Rural Minor Collector: Total"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Minor Collector: Rural Time 1"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Minor Collector: Rural Time 2"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Minor Collector: Rural Time 3"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Minor Collector: Rural Time 4"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Rural Minor Collector: Brake Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Rural Minor Collector: Tire Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Rural Minor Collector: Exhaust"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Rural Local: Total"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Local: Rural Time 1"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Local: Rural Time 2"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Local: Rural Time 3"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Local: Rural Time 4"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Rural Local: Brake Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Rural Local: Tire Wear"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Rural Local: Exhaust"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Urban Interstate: Total"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Interstate: Urban Time 1"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Interstate: Urban Time 2"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Interstate: Urban Time 3"
"Highway Vehicles - Diesel" "Light Duty Diesel Vehicles (LDDV)" "Interstate: Urban Time 4"
