"SCC.Level.Two" "SCC.Level.Three" "SCC.Level.Four"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Urban Minor Arterial: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Urban Minor Arterial: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Urban Minor Arterial: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Urban Minor Arterial: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Urban Collector: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Urban Collector: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Urban Collector: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Urban Collector: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Urban Local: Total"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Urban Local: Brake Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Urban Local: Tire Wear"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Urban Local: Exhaust"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Parking Area: Rural"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Parking Area: Urban"
"Highway Vehicles - Diesel" "Heavy Duty Diesel Buses (School & Transit)" "Parking Area: Total"
"Off-highway Vehicle Gasoline, 2-Stroke" "2-Stroke Gasoline except Rail and Marine" "All"
"Off-highway Vehicle Gasoline, 2-Stroke" "Recreational Equipment" "Total"
"Off-highway Vehicle Gasoline, 2-Stroke" "Recreational Equipment" "Motorcycles: Off-road"
"Off-highway Vehicle Gasoline, 2-Stroke" "Recreational Equipment" "Snowmobiles"
"Off-highway Vehicle Gasoline, 2-Stroke" "Recreational Equipment" "All Terrain Vehicles"
"Off-highway Vehicle Gasoline, 2-Stroke" "Recreational Equipment" "Minibikes"
"Off-highway Vehicle Gasoline, 2-Stroke" "Recreational Equipment" "Golf Carts"
"Off-highway Vehicle Gasoline, 2-Stroke" "Recreational Equipment" "Specialty Vehicles/Carts"
"Off-highway Vehicle Gasoline, 2-Stroke" "Construction and Mining Equipment" "Total"
"Off-highway Vehicle Gasoline, 2-Stroke" "Construction and Mining Equipment" "Pavers"
"Off-highway Vehicle Gasoline, 2-Stroke" "Construction and Mining Equipment" "Tampers/Rammers"
"Off-highway Vehicle Gasoline, 2-Stroke" "Construction and Mining Equipment" "Plate Compactors"
"Off-highway Vehicle Gasoline, 2-Stroke" "Construction and Mining Equipment" "Concrete Pavers"
"Off-highway Vehicle Gasoline, 2-Stroke" "Construction and Mining Equipment" "Rollers"
"Off-highway Vehicle Gasoline, 2-Stroke" "Construction and Mining Equipment" "Scrapers"
"Off-highway Vehicle Gasoline, 2-Stroke" "Construction and Mining Equipment" "Paving Equipment"
"Off-highway Vehicle Gasoline, 2-Stroke" "Construction and Mining Equipment" "Surfacing Equipment"
"Off-highway Vehicle Gasoline, 2-Stroke" "Construction and Mining Equipment" "Signal Boards/Light Plants"
"Off-highway Vehicle Gasoline, 2-Stroke" "Construction and Mining Equipment" "Trenchers"
"Off-highway Vehicle Gasoline, 2-Stroke" "Construction and Mining Equipment" "Bore/Drill Rigs"
"Off-highway Vehicle Gasoline, 2-Stroke" "Construction and Mining Equipment" "Excavators"
"Off-highway Vehicle Gasoline, 2-Stroke" "Construction and Mining Equipment" "Concrete/Industrial Saws"
"Off-highway Vehicle Gasoline, 2-Stroke" "Construction and Mining Equipment" "Cement and Mortar Mixers"
"Off-highway Vehicle Gasoline, 2-Stroke" "Construction and Mining Equipment" "Cranes"
"Off-highway Vehicle Gasoline, 2-Stroke" "Construction and Mining Equipment" "Graders"
"Off-highway Vehicle Gasoline, 2-Stroke" "Construction and Mining Equipment" "Off-highway Trucks"
"Off-highway Vehicle Gasoline, 2-Stroke" "Construction and Mining Equipment" "Crushing/Processing Equipment"
"Off-highway Vehicle Gasoline, 2-Stroke" "Construction and Mining Equipment" "Rough Terrain Forklifts"
"Off-highway Vehicle Gasoline, 2-Stroke" "Construction and Mining Equipment" "Rubber Tire Loaders"
"Off-highway Vehicle Gasoline, 2-Stroke" "Construction and Mining Equipment" "Rubber Tire Tractor/Dozers"
"Off-highway Vehicle Gasoline, 2-Stroke" "Construction and Mining Equipment" "Tractors/Loaders/Backhoes"
"Off-highway Vehicle Gasoline, 2-Stroke" "Construction and Mining Equipment" "Crawler Tractor/Dozers"
"Off-highway Vehicle Gasoline, 2-Stroke" "Construction and Mining Equipment" "Skid Steer Loaders"
"Off-highway Vehicle Gasoline, 2-Stroke" "Construction and Mining Equipment" "Off-highway Tractors"
"Off-highway Vehicle Gasoline, 2-Stroke" "Construction and Mining Equipment" "Dumpers/Tenders"
"Off-highway Vehicle Gasoline, 2-Stroke" "Construction and Mining Equipment" "Other Construction Equipment"
"Off-highway Vehicle Gasoline, 2-Stroke" "Industrial Equipment" "Total"
"Off-highway Vehicle Gasoline, 2-Stroke" "Industrial Equipment" "Aerial Lifts"
"Off-highway Vehicle Gasoline, 2-Stroke" "Industrial Equipment" "Forklifts"
"Off-highway Vehicle Gasoline, 2-Stroke" "Industrial Equipment" "Sweepers/Scrubbers"
"Off-highway Vehicle Gasoline, 2-Stroke" "Industrial Equipment" "Other General Industrial Equipment"
"Off-highway Vehicle Gasoline, 2-Stroke" "Industrial Equipment" "Other Material Handling Equipment"
"Off-highway Vehicle Gasoline, 2-Stroke" "Industrial Equipment" "AC\Refrigeration"
"Off-highway Vehicle Gasoline, 2-Stroke" "Industrial Equipment" "Terminal Tractors"
"Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "All"
"Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "Lawn Mowers (Residential)"
"Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "Lawn Mowers (Commercial)"
"Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "Rotary Tillers < 6 HP (Residential)"
"Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "Rotary Tillers < 6 HP (Commercial)"
"Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "Chain Saws < 6 HP (Residential)"
"Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "Chain Saws < 6 HP (Commercial)"
"Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "Trimmers/Edgers/Brush Cutters (Residential)"
"Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "Trimmers/Edgers/Brush Cutters (Commercial)"
"Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "Leafblowers/Vacuums (Residential)"
"Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "Leafblowers/Vacuums (Commercial)"
"Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "Snowblowers (Residential)"
"Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "Snowblowers (Commercial)"
"Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "Rear Engine Riding Mowers (Residential)"
"Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "Rear Engine Riding Mowers (Commercial)"
"Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "Front Mowers (Residential)"
"Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "Front Mowers (Commercial)"
"Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "Shredders < 6 HP (Residential)"
"Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "Shredders < 6 HP (Commercial)"
"Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "Lawn and Garden Tractors (Residential)"
"Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "Lawn and Garden Tractors (Commercial)"
"Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "Wood Splitters (Residential)"
"Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "Wood Splitters (Commercial)"
"Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "Chippers/Stump Grinders (Residential)"
"Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "Chippers/Stump Grinders (Commercial)"
"Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "Commercial Turf Equipment"
"Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "Turf Equipment (Commercial)"
"Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "Other Lawn and Garden Equipment (Residential)"
"Off-highway Vehicle Gasoline, 2-Stroke" "Lawn and Garden Equipment" "Other Lawn and Garden Equipment (Commercial)"
"Off-highway Vehicle Gasoline, 2-Stroke" "Agricultural Equipment" "Total"
"Off-highway Vehicle Gasoline, 2-Stroke" "Agricultural Equipment" "2-Wheel Tractors"
"Off-highway Vehicle Gasoline, 2-Stroke" "Agricultural Equipment" "Agricultural Tractors"
"Off-highway Vehicle Gasoline, 2-Stroke" "Agricultural Equipment" "Combines"
"Off-highway Vehicle Gasoline, 2-Stroke" "Agricultural Equipment" "Balers"
"Off-highway Vehicle Gasoline, 2-Stroke" "Agricultural Equipment" "Agricultural Mowers"
"Off-highway Vehicle Gasoline, 2-Stroke" "Agricultural Equipment" "Sprayers"
"Off-highway Vehicle Gasoline, 2-Stroke" "Agricultural Equipment" "Tillers : 6 HP"
"Off-highway Vehicle Gasoline, 2-Stroke" "Agricultural Equipment" "Swathers"
"Off-highway Vehicle Gasoline, 2-Stroke" "Agricultural Equipment" "Hydro-power Units"
"Off-highway Vehicle Gasoline, 2-Stroke" "Agricultural Equipment" "Other Agricultural Equipment"
"Off-highway Vehicle Gasoline, 2-Stroke" "Agricultural Equipment" "Irrigation Sets"
"Off-highway Vehicle Gasoline, 2-Stroke" "Commercial Equipment" "Total"
"Off-highway Vehicle Gasoline, 2-Stroke" "Commercial Equipment" "Generator Sets"
"Off-highway Vehicle Gasoline, 2-Stroke" "Commercial Equipment" "Pumps"
"Off-highway Vehicle Gasoline, 2-Stroke" "Commercial Equipment" "Air Compressors"
"Off-highway Vehicle Gasoline, 2-Stroke" "Commercial Equipment" "Gas Compressors"
"Off-highway Vehicle Gasoline, 2-Stroke" "Commercial Equipment" "Welders"
"Off-highway Vehicle Gasoline, 2-Stroke" "Commercial Equipment" "Pressure Washers"
"Off-highway Vehicle Gasoline, 2-Stroke" "Commercial Equipment" "Hydro-power Units"
"Off-highway Vehicle Gasoline, 2-Stroke" "Logging Equipment" "Total"
"Off-highway Vehicle Gasoline, 2-Stroke" "Logging Equipment" "Chain Saws : 6 HP"
"Off-highway Vehicle Gasoline, 2-Stroke" "Logging Equipment" "Shredders : 6 HP"
"Off-highway Vehicle Gasoline, 2-Stroke" "Logging Equipment" "Forest Eqp - Feller/Bunch/Skidder"
"Off-highway Vehicle Gasoline, 2-Stroke" "Logging Equipment" "Fellers/Bunchers"
"Off-highway Vehicle Gasoline, 2-Stroke" "Airport Ground Support Equipment" "All"
"Off-highway Vehicle Gasoline, 2-Stroke" "Airport Ground Support Equipment" "Airport Ground Support Equipment"
"Off-highway Vehicle Gasoline, 2-Stroke" "Airport Ground Support Equipment" "Terminal Tractors"
"Off-highway Vehicle Gasoline, 2-Stroke" "Underground Mining Equipment" "All"
"Off-highway Vehicle Gasoline, 2-Stroke" "Underground Mining Equipment" "Other Underground Mining Equipment"
"Off-highway Vehicle Gasoline, 2-Stroke" "Industrial Equipment" "All"
"Off-highway Vehicle Gasoline, 2-Stroke" "Industrial Equipment" "Other Oil Field Equipment"
"Off-highway Vehicle Gasoline, 4-Stroke" "4-Stroke Gasoline except Rail and Marine" "All"
"Off-highway Vehicle Gasoline, 4-Stroke" "Recreational Equipment" "Total"
"Off-highway Vehicle Gasoline, 4-Stroke" "Recreational Equipment" "Motorcycles: Off-road"
"Off-highway Vehicle Gasoline, 4-Stroke" "Recreational Equipment" "Snowmobiles"
"Off-highway Vehicle Gasoline, 4-Stroke" "Recreational Equipment" "All Terrain Vehicles"
"Off-highway Vehicle Gasoline, 4-Stroke" "Recreational Equipment" "Minibikes"
"Off-highway Vehicle Gasoline, 4-Stroke" "Recreational Equipment" "Golf Carts"
"Off-highway Vehicle Gasoline, 4-Stroke" "Recreational Equipment" "Specialty Vehicles/Carts"
"Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Total"
"Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Pavers"
"Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Tampers/Rammers"
"Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Plate Compactors"
"Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Concrete Pavers"
"Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Rollers"
"Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Scrapers"
"Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Paving Equipment"
"Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Surfacing Equipment"
"Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Signal Boards/Light Plants"
"Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Trenchers"
"Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Bore/Drill Rigs"
"Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Excavators"
"Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Concrete/Industrial Saws"
"Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Cement and Mortar Mixers"
"Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Cranes"
"Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Graders"
"Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Off-highway Trucks"
"Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Crushing/Processing Equipment"
"Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Rough Terrain Forklifts"
"Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Rubber Tire Loaders"
"Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Rubber Tire Tractor/Dozers"
"Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Tractors/Loaders/Backhoes"
"Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Crawler Tractor/Dozers"
"Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Skid Steer Loaders"
"Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Off-highway Tractors"
"Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Dumpers/Tenders"
"Off-highway Vehicle Gasoline, 4-Stroke" "Construction and Mining Equipment" "Other Construction Equipment"
"Off-highway Vehicle Gasoline, 4-Stroke" "Industrial Equipment" "Total"
"Off-highway Vehicle Gasoline, 4-Stroke" "Industrial Equipment" "Aerial Lifts"
"Off-highway Vehicle Gasoline, 4-Stroke" "Industrial Equipment" "Forklifts"
"Off-highway Vehicle Gasoline, 4-Stroke" "Industrial Equipment" "Sweepers/Scrubbers"
"Off-highway Vehicle Gasoline, 4-Stroke" "Industrial Equipment" "Other General Industrial Equipment"
"Off-highway Vehicle Gasoline, 4-Stroke" "Industrial Equipment" "Other Material Handling Equipment"
"Off-highway Vehicle Gasoline, 4-Stroke" "Industrial Equipment" "AC\Refrigeration"
"Off-highway Vehicle Gasoline, 4-Stroke" "Industrial Equipment" "Terminal Tractors"
"Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "All"
"Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Lawn Mowers (Residential)"
"Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Lawn Mowers (Commercial)"
"Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Rotary Tillers < 6 HP (Residential)"
"Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Rotary Tillers < 6 HP (Commercial)"
"Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Chain Saws < 6 HP (Residential)"
"Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Chain Saws < 6 HP (Commercial)"
"Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Trimmers/Edgers/Brush Cutters (Residential)"
"Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Trimmers/Edgers/Brush Cutters (Commercial)"
"Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Leafblowers/Vacuums (Residential)"
"Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Leafblowers/Vacuums (Commercial)"
"Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Snowblowers (Residential)"
"Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Snowblowers (Commercial)"
"Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Rear Engine Riding Mowers (Residential)"
"Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Rear Engine Riding Mowers (Commercial)"
"Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Front Mowers (Residential)"
"Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Front Mowers (Commercial)"
"Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Shredders < 6 HP (Residential)"
"Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Shredders < 6 HP (Commercial)"
"Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Lawn and Garden Tractors (Residential)"
"Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Lawn and Garden Tractors (Commercial)"
"Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Wood Splitters (Residential)"
"Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Wood Splitters (Commercial)"
"Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Chippers/Stump Grinders (Residential)"
"Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Chippers/Stump Grinders (Commercial)"
"Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Commercial Turf Equipment"
"Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Turf Equipment (Commercial)"
"Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Other Lawn and Garden Equipment (Residential)"
"Off-highway Vehicle Gasoline, 4-Stroke" "Lawn and Garden Equipment" "Other Lawn and Garden Equipment (Commercial)"
"Off-highway Vehicle Gasoline, 4-Stroke" "Agricultural Equipment" "Total"
"Off-highway Vehicle Gasoline, 4-Stroke" "Agricultural Equipment" "2-Wheel Tractors"
"Off-highway Vehicle Gasoline, 4-Stroke" "Agricultural Equipment" "Agricultural Tractors"
"Off-highway Vehicle Gasoline, 4-Stroke" "Agricultural Equipment" "Combines"
"Off-highway Vehicle Gasoline, 4-Stroke" "Agricultural Equipment" "Balers"
"Off-highway Vehicle Gasoline, 4-Stroke" "Agricultural Equipment" "Agricultural Mowers"
"Off-highway Vehicle Gasoline, 4-Stroke" "Agricultural Equipment" "Sprayers"
"Off-highway Vehicle Gasoline, 4-Stroke" "Agricultural Equipment" "Tillers : 6 HP"
"Off-highway Vehicle Gasoline, 4-Stroke" "Agricultural Equipment" "Swathers"
"Off-highway Vehicle Gasoline, 4-Stroke" "Agricultural Equipment" "Hydro-power Units"
"Off-highway Vehicle Gasoline, 4-Stroke" "Agricultural Equipment" "Other Agricultural Equipment"
"Off-highway Vehicle Gasoline, 4-Stroke" "Agricultural Equipment" "Irrigation Sets"
"Off-highway Vehicle Gasoline, 4-Stroke" "Commercial Equipment" "Total"
"Off-highway Vehicle Gasoline, 4-Stroke" "Commercial Equipment" "Generator Sets"
"Off-highway Vehicle Gasoline, 4-Stroke" "Commercial Equipment" "Pumps"
"Off-highway Vehicle Gasoline, 4-Stroke" "Commercial Equipment" "Air Compressors"
"Off-highway Vehicle Gasoline, 4-Stroke" "Commercial Equipment" "Gas Compressors"
"Off-highway Vehicle Gasoline, 4-Stroke" "Commercial Equipment" "Welders"
"Off-highway Vehicle Gasoline, 4-Stroke" "Commercial Equipment" "Pressure Washers"
"Off-highway Vehicle Gasoline, 4-Stroke" "Commercial Equipment" "Hydro-power Units"
"Off-highway Vehicle Gasoline, 4-Stroke" "Logging Equipment" "Total"
"Off-highway Vehicle Gasoline, 4-Stroke" "Logging Equipment" "Chain Saws : 6 HP"
"Off-highway Vehicle Gasoline, 4-Stroke" "Logging Equipment" "Shredders : 6 HP"
"Off-highway Vehicle Gasoline, 4-Stroke" "Logging Equipment" "Forest Eqp - Feller/Bunch/Skidder"
"Off-highway Vehicle Gasoline, 4-Stroke" "Logging Equipment" "Fellers/Bunchers"
"Off-highway Vehicle Gasoline, 4-Stroke" "Airport Ground Support Equipment" "All"
"Off-highway Vehicle Gasoline, 4-Stroke" "Airport Ground Support Equipment" "Airport Ground Support Equipment"
"Off-highway Vehicle Gasoline, 4-Stroke" "Airport Ground Support Equipment" "Terminal Tractors"
"Off-highway Vehicle Gasoline, 4-Stroke" "Underground Mining Equipment" "All"
"Off-highway Vehicle Gasoline, 4-Stroke" "Underground Mining Equipment" "Other Underground Mining Equipment"
"Off-highway Vehicle Gasoline, 4-Stroke" "Industrial Equipment" "All"
"Off-highway Vehicle Gasoline, 4-Stroke" "Industrial Equipment" "Other Oil Field Equipment"
"LPG" "Recreational Equipment" "All Terrain Vehicles"
"LPG" "Recreational Equipment" "Specialty Vehicles/Carts"
"CNG" "Recreational Equipment" "All Terrain Vehicles"
"CNG" "Recreational Equipment" "Specialty Vehicles/Carts"
"Off-highway Vehicle Diesel" "Compression Ignition Equipment except Rail and Marine" "Total"
"Off-highway Vehicle Diesel" "Recreational Equipment" "Total"
"Off-highway Vehicle Diesel" "Recreational Equipment" "Motorcycles: Off-road"
"Off-highway Vehicle Diesel" "Recreational Equipment" "Snowmobiles"
"Off-highway Vehicle Diesel" "Recreational Equipment" "All Terrain Vehicles"
"Off-highway Vehicle Diesel" "Recreational Equipment" "Minibikes"
"Off-highway Vehicle Diesel" "Recreational Equipment" "Golf Carts"
"Off-highway Vehicle Diesel" "Recreational Equipment" "Specialty Vehicles/Carts"
"Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Total"
"Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Pavers"
"Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Tampers/Rammers"
"Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Plate Compactors"
"Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Concrete Pavers"
"Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Rollers"
"Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Scrapers"
"Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Paving Equipment"
"Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Surfacing Equipment"
"Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Signal Boards/Light Plants"
"Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Trenchers"
"Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Bore/Drill Rigs"
"Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Excavators"
"Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Concrete/Industrial Saws"
"Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Cement and Mortar Mixers"
"Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Cranes"
"Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Graders"
"Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Off-highway Trucks"
"Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Crushing/Processing Equipment"
"Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Rough Terrain Forklifts"
"Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Rubber Tire Loaders"
"Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Rubber Tire Tractor/Dozers"
"Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Tractors/Loaders/Backhoes"
"Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Crawler Tractor/Dozers"
"Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Skid Steer Loaders"
"Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Off-highway Tractors"
"Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Dumpers/Tenders"
"Off-highway Vehicle Diesel" "Construction and Mining Equipment" "Other Construction Equipment"
"Off-highway Vehicle Diesel" "Industrial Equipment" "Total"
"Off-highway Vehicle Diesel" "Industrial Equipment" "Aerial Lifts"
"Off-highway Vehicle Diesel" "Industrial Equipment" "Forklifts"
"Off-highway Vehicle Diesel" "Industrial Equipment" "Sweepers/Scrubbers"
"Off-highway Vehicle Diesel" "Industrial Equipment" "Other General Industrial Equipment"
"Off-highway Vehicle Diesel" "Industrial Equipment" "Other Material Handling Equipment"
"Off-highway Vehicle Diesel" "Industrial Equipment" "AC\Refrigeration"
"Off-highway Vehicle Diesel" "Industrial Equipment" "Terminal Tractors"
"Off-highway Vehicle Diesel" "Lawn and Garden Equipment" "All"
"Off-highway Vehicle Diesel" "Lawn and Garden Equipment" "Lawn Mowers (Residential)"
"Off-highway Vehicle Diesel" "Lawn and Garden Equipment" "Lawn Mowers (Commercial)"
"Off-highway Vehicle Diesel" "Lawn and Garden Equipment" "Rotary Tillers < 6 HP (Residential)"
"Off-highway Vehicle Diesel" "Lawn and Garden Equipment" "Rotary Tillers < 6 HP (Commercial)"
"Off-highway Vehicle Diesel" "Lawn and Garden Equipment" "Chain Saws < 6 HP (Residential)"
"Off-highway Vehicle Diesel" "Lawn and Garden Equipment" "Chain Saws < 6 HP (Commercial)"
"Off-highway Vehicle Diesel" "Lawn and Garden Equipment" "Trimmers/Edgers/Brush Cutters (Residential)"
"Off-highway Vehicle Diesel" "Lawn and Garden Equipment" "Trimmers/Edgers/Brush Cutters (Commercial)"
"Off-highway Vehicle Diesel" "Lawn and Garden Equipment" "Leafblowers/Vacuums (Residential)"
"Off-highway Vehicle Diesel" "Lawn and Garden Equipment" "Leafblowers/Vacuums (Commercial)"
"Off-highway Vehicle Diesel" "Lawn and Garden Equipment" "Snowblowers (Residential)"
"Off-highway Vehicle Diesel" "Lawn and Garden Equipment" "Snowblowers (Commercial)"
"Off-highway Vehicle Diesel" "Lawn and Garden Equipment" "Rear Engine Riding Mowers (Residential)"
"Off-highway Vehicle Diesel" "Lawn and Garden Equipment" "Rear Engine Riding Mowers (Commercial)"
